Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alejandro Gómez,Tijuana,Liga MX,2024/2025,2662,Left Centre Back,Mexico,30/01/02,0,0,0.05,0.08,0.61,0,11,1,,0,0.14,0.07,0.61,0.14,0.07,0.61,0,0,0,0.14,0.12,1.22,0.02,0.3,0.14,0.17,44,0.98,0,0.54,0.78,1.56,1.95,2.94,3.57,18.96,9.36,0.04,5.65,34.08,3.18,9.06,1.86,3.41,76,2.22,4.18,1.28,57,0.57,55,1.35,0,15.82,18.67,3.68,3.08,0.54,37.14,3.96,25,1.66,54,0.2,0,0,43.27,81,2.94,84,52,4.02,4.56,15,69,-11,45.52,4.26,0.41,0.48,33.67,97,3.51,8.18,0.68,0.54,0.14,0.14,1.52,2.06,0.1,30,0.2,38,0.24,29,65,6,21,68,12,21.25,21.72,0.94,95,0.47,20.01,20.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,4.16,28,0.08,0.05,0.01,-0.04,,0.09
Alejandro Mayorga,Necaxa,Liga MX,2024/2025,2339,Left Back,Mexico,28/05/97,0,0,0.03,0.09,0.27,0,43,0,,0.02,0.12,0.03,0.65,0.12,0.03,0.62,0,0,0.04,0.12,0.06,0.92,0.06,1.54,0.54,1,35,0.62,0,0.77,1.92,2.19,1.36,1.62,0.94,16.31,7.35,0.02,3.65,36.11,2.89,7.77,2.19,4.39,80,1.27,2.63,0.92,73,0.54,49,0.73,0,13.27,8.53,2.42,2.04,0.12,39.5,4.12,31,1.46,72,0.08,0,0,25.7,76,1.54,85,50,1.92,2.77,14,61,-15,49.18,3.35,0.22,0.26,22.97,88,5.64,5.39,0.92,0.65,0.27,0.19,0.85,1.5,0.08,38,0.42,37,0.15,31,60,9,29,61,11,19.15,16.1,0.94,101,-3.05,18.08,16.21,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,12,3.54,24,0.09,0.05,0,-0.01,,0.13
Alejandro Zendejas,América,Liga MX,2024/2025,3422,Right Wing,USA,06/02/98,0.29,0.29,0.18,0.1,1.81,16,39,2,,0.31,0.26,0.13,1.03,0.26,0.12,0.87,0,0.01,0.16,0.55,0.32,2.84,0.24,2.37,1.18,1.18,50,2.18,0.03,1.63,3.02,0.55,0.66,0.47,0.39,19.96,10.34,0.01,4.29,51.11,3.39,6.36,1.18,1.74,55,1.31,1.97,1.31,31,0.97,29,0.39,0,17.52,18.35,3.63,3.45,0.39,51.74,9.44,54,2.6,76,0.21,0,0,40.37,83,1.87,79,61,0.84,2.68,19,81,-3,59.47,5.36,0.56,0.7,41.03,89,5.5,14.78,1.55,1.34,0.21,0.55,3.73,5.08,0.18,25,0.68,37,0.58,14,70,16,17,68,15,16.99,14.54,0.97,106,-2.45,16.43,15.42,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,5.68,40,0.1,0.09,0.01,0.05,,0.24
Alessandro Salas,Monterrey,Liga MX,2024/2025,64,Left Back,Mexico,28/06/05,0,0,0,,0,,,0,,0,0,0.08,1.4,0,0.08,1.4,0,0,0,0,0.08,1.4,-0.08,0,0,0,,0,0,0,0,0,0,1.4,0.97,9.82,1.4,0.08,0,41.67,1.4,5.61,1.4,1.4,50,0.97,0.97,0,0,1.4,100,1.4,0,8.42,5.81,0,1.4,0,42.32,1.4,17,0,0,0,0,0,15.43,73,2.81,86,100,1.4,2.81,27,75,2,54.99,2.81,0.93,1.01,12.62,100,2.52,5.61,0,0,0,1.4,2.81,2.81,0,,0,,1.4,33,60,7,25,75,0,17.94,13.41,1.12,125,-4.53,20.12,16.82,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,7,5.61,47,0.06,0.07,0.08,,,0.21
Alex Padilla,Pumas UNAM,Liga MX,2024/2025,1214,Goalkeeper,Mexico,31/08/03,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.07,0,0,0,0,0,0.07,0.03,0,0,0,7.71,3,0,2.45,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0.15,0,0,21.06,70,6.53,17,43,3.04,12.16,17,61,-9,12,1.93,0.14,0.14,17.06,100,4.36,0.74,0,0,0,0,0,0,0.07,,0,,0,46,54,0,90,10,0,43.76,43.25,0.74,72,-0.51,32.35,31.1,1.41,1.08,-0.33,59,68,-10,0.99,3.41,31,10.9,1.64,0.07,0.07,17.41,6,16,4,1.13,9,0.13,0.03,0,,-0.45,-0.29
Alexei Domínguez Figueroa,Pachuca,Liga MX,2024/2025,286,Left Wing,Mexico,02/01/05,0,0,0.06,0.05,1.26,0,75,2,,0.04,0,0.03,1.26,0,0.03,1.26,0,0,0,0,0.09,2.52,-0.09,1.89,0,1.89,0,0.94,0,1.89,4.41,1.57,1.78,0.31,0.36,27.08,12.28,0,5.35,48.65,5.04,9.13,3.15,4.72,77,3.47,5.25,1.26,57,0.94,,0,0,22.98,24.58,4.09,5.35,0.31,50.23,11.65,51,4.09,76,0.31,0,0,29.28,72,0.31,8,33,0.31,0.94,17,94,22,63.25,3.46,0.34,0.42,32.11,81,6.42,11.33,0.31,0.31,0,0,1.89,2.2,0,100,0.31,14,0,13,65,23,17,56,28,14.08,14.95,0.99,106,0.87,13.98,15.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,7,3.75,24,-0.03,0.09,0.03,-0.03,,0.05
Alexis Gutiérrez,Cruz Azul,Liga MX,2024/2025,2260,Left Centre Midfielder,Mexico,25/02/00,0.12,0.12,0.06,0.07,0.84,14,38,1,,0.04,0.2,0.13,1.67,0.12,0.1,1.23,0.08,0.03,0.44,0.32,0.18,2.51,0.13,0.88,0.32,0.56,36,0.8,0,1.47,2.19,0.68,0.83,0.48,0.51,16.92,8.16,0.01,3.34,52.83,3.46,6.09,1.15,1.83,73,1.57,2.39,0.64,42,0.44,43,0.48,0.04,15.13,18.85,2.67,2.99,0.36,53.68,8.72,58,2.15,72,0,0,0,31.1,83,1.71,86,51,0.68,3.19,18,79,-4,59.22,4.1,0.54,0.59,28.67,89,4.58,11.03,1.59,1,0.6,0.32,2.27,3.26,0.08,15,0.36,28,0.56,13,72,16,18,66,16,18.48,14.95,0.94,103,-3.53,17.38,15.46,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,9,6.64,38,0.06,0,0.02,-0.02,,0.06
Alexis Méndez,Juárez,Liga MX,2024/2025,93,Left Midfielder,USA,05/09/00,0,0,0.04,0.04,0.97,0,0,2,,0,0,0.03,0.97,0,0,0,0,0.03,0.97,0,0.07,1.93,-0.07,2.9,1.93,0.97,67,0,0,1.93,1.93,0.97,1.69,2.9,2.83,13.54,9.67,0,0.97,54.47,0,1.93,0.97,1.93,33,0.95,2.63,1.93,33,1.93,25,0.97,0,10.64,11.49,0,0,0,62.8,7.74,73,0,,0,0,0,26.11,79,0.97,76,25,2.9,3.87,17,100,21,60.77,4.84,0.04,0.04,30.95,88,4.5,5.8,0.97,0,0.97,0,0.97,0.97,0,0,0,0,0,10,72,17,17,67,17,20.88,18.84,0.82,100,-2.04,17.19,18.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,1.74,14,-0.1,0.05,-0.04,-0.04,,-0.13
Alexis Peña,Necaxa,Liga MX,2024/2025,2000,Centre Back,Mexico,12/01/96,0.04,0.04,0.03,0.08,0.36,13,25,0,,0.02,0,0,0.09,0,0,0.09,0,0,0,0.04,0.03,0.45,0.01,0.04,0.04,0,100,0.09,0,0.09,0.04,0.99,0.9,4.95,4.35,8.1,3.46,0.08,3.73,25.13,1.48,7.42,0.81,1.8,72,0.67,1.56,0.31,50,0.31,54,1.8,0.09,6.97,6.3,2.07,0.63,0.04,30.75,1.21,17,0.4,64,0.04,0,0,30.55,88,2.97,14,70,5.58,3.6,11,75,-12,30.21,0.45,0.19,0.21,22.32,100,4.12,0.63,0,0,0,0,0.81,0.81,0,,0,0,0.04,27,70,3,57,29,14,22.56,21.6,0.95,99,-0.97,21.37,21.46,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,5,2.83,18,0.02,0.03,0.03,-0.03,,0.04
Alexis Vega,Toluca,Liga MX,2024/2025,3491,Left Wing,Mexico,24/11/97,0.41,0.31,0.21,0.08,2.66,12,29,3,100,0.26,0.34,0.28,2.22,0.23,0.21,1.57,0.1,0.07,0.64,0.64,0.49,4.87,0.15,2.99,1.57,1.42,53,1.5,0,1.88,4.05,0.85,0.86,0.1,0.13,18.18,8.61,0,3.35,51.74,3.25,5.72,1.44,2.29,70,1.51,2.37,1.44,48,0.62,35,0.28,0,15.29,16.14,2.86,3.2,0.23,52.44,8.64,56,2.48,77,0.18,0,0,38.08,78,3.02,9,59,0.59,4.64,18,78,0,61.47,6.55,0.57,0.74,41.41,87,6.3,15.24,3.04,2.06,0.98,0.31,2.71,4.77,0.21,23,0.9,45,0.28,15,74,11,19,71,9,20.54,16.85,0.94,102,-3.68,19.37,17.24,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,9,7.52,49,0.19,0.08,0.02,0.08,,0.36
Alfonso Blanco,León,Liga MX,2024/2025,2791,Goalkeeper,Mexico,30/07/87,0,0,0,,0,,,0,,0,0.03,0.01,0.19,0.03,0,0.1,0,0,0.1,0.03,0.01,0.19,0.03,0.03,0.03,0,100,0,0,0.03,0,0,0,0,0,0.23,0.06,0,8.09,2.65,0,4.39,0,0,0,0,0,0,50,0.03,,0,0.06,0.23,0.16,0.16,0.03,0.03,8.38,0,0,0,0,0.1,0,0,21.28,77,6.19,71,48,2.26,10.67,12,57,-20,10.95,1.23,0.15,0.15,16.74,100,5.2,0.58,0.03,0,0.03,0,0,0,0,0,0,,0,42,57,0,94,6,0,37.26,44.82,0.77,71,7.56,28.7,31.81,0.94,1.05,0.12,79,76,3,1.08,4.42,37,11.93,1.77,0.1,0.1,17.86,0,12,3,1.85,14,0.1,0.06,0,,0.01,0.17
Ali  Ávila Vega,Pumas UNAM,Liga MX,2024/2025,370,Left Centre Forward,Mexico,22/09/03,0.24,0.24,0.28,0.1,2.67,9,18,6,,0.24,0,0.1,1.94,0,0.1,1.94,0,0,0,0.24,0.38,4.62,-0.13,1.46,0.49,0.97,33,1.46,0.24,0.97,4.86,0,0,0.49,0.35,27.46,12.15,0,3.16,53.14,2.92,6.08,1.46,1.46,75,1.41,1.41,2.43,33,0.49,22,0.49,0,23.57,18.22,3.16,4.13,0.24,54.48,13.61,58,3.65,88,0,0,0,20.9,79,0.73,9,75,0.49,0.97,30,81,1,57.71,3.16,0.33,0.47,23.57,82,4.47,7.53,0.49,0.49,0,0.24,4.62,5.1,0,0,0,0,0.73,8,79,13,6,84,10,15.52,12.99,1.04,116,-2.54,16.19,15.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,11,4.13,21,-0.04,0.19,0,0.03,,0.18
Alonso Escoboza,Mazatlán,Liga MX,2024/2025,949,Left Wing Back,Mexico,21/01/93,0,0,0.05,0.04,1.04,0,18,1,,0.02,0,0.13,1.8,0,0.07,1.14,0,0.06,0.66,0,0.17,2.84,-0.17,0.76,0.47,0.28,63,0.57,0,0.57,1.23,0.76,0.66,1.04,0.74,7.58,3.32,0,1.8,36,2.56,7.2,0.76,1.52,67,0.74,1.4,0.19,43,0.38,22,0.19,0.09,6.64,6.59,1.52,1.23,0.19,38.53,2.28,34,1.14,92,0.09,0,0,32.52,71,4.17,81,51,2.28,6.92,12,59,-11,58.14,4.93,0.36,0.42,27.68,96,5.2,10.81,2.46,1.61,0.85,0.19,1.52,3.13,0,46,1.52,42,0.28,27,58,15,28,55,17,23.04,22.08,0.9,90,-0.96,20.83,19.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,9,6.97,44,0.16,0.08,0.02,-0.05,,0.21
Alonso Ramírez Jiménez,Atlas,Liga MX,2024/2025,69,Centre Defensive Midfielder,Mexico,19/08/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.3,0,1.3,0,0,0,0,0,39.11,11.73,0,3.91,37.85,2.61,6.52,3.91,3.91,60,3.06,3.06,0,0,2.61,,0,0,35.2,27.58,3.91,9.13,1.3,38.55,7.82,22,3.91,43,0,0,0,32.59,77,2.61,10,67,0,3.91,12,33,-44,45.54,2.61,0.09,0.09,29.99,96,3.88,5.21,0,0,0,0,0,0,0,,0,,0,23,73,4,25,75,0,20.95,19.42,1,153,-1.54,20.95,29.68,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,4,3.65,26,-0.02,0.06,0.01,,,0.04
Alán Ernesto Bautista Gutiérrez,Pachuca,Liga MX,2024/2025,1267,Centre Attacking Midfielder,Mexico,10/06/02,0.07,0.07,0.09,0.09,1.07,7,40,1,,0.14,0.14,0.15,1.71,0.14,0.13,1.35,0,0.02,0.36,0.21,0.24,2.77,-0.02,1.49,0.92,0.57,62,1.56,0,1.85,2.42,1.21,1.21,0.5,0.4,22.1,11.65,0.02,4.55,49.57,3.41,7.11,1.92,3.13,77,2.09,3.3,0.36,61,0.57,50,0.57,0,19.9,20.68,3.41,3.98,0.21,51.44,10.23,51,2.56,64,0,0,0,34.82,82,3.13,13,68,1.07,4.05,19,72,-10,57.79,5.33,0.32,0.38,35.1,90,5.29,11.01,0.92,0.57,0.36,0.28,1.63,2.2,0.14,8,0.28,29,0.5,15,74,11,11,80,9,20.31,16.97,0.97,104,-3.34,19.63,17.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,7,5.15,36,-0.02,0.07,0.04,0.04,,0.13
Alán Montes,Necaxa,Liga MX,2024/2025,1627,Right Centre Back,Mexico,25/10/00,0.11,0.11,0.08,0.1,0.83,13,33,0,,0.07,0,0.02,0.11,0,0.02,0.11,0,0,0,0.11,0.1,0.94,0.01,0.55,0.44,0.11,80,0.55,0.06,0.28,0.28,1.55,0.96,5.31,3.16,12.89,7.19,0.05,4.81,25.89,1.22,8.08,1.99,3.54,78,1.01,1.97,0.89,69,0.55,64,1.99,0,10.01,5.59,2.82,0.61,0.11,29.69,1.27,13,0.28,45,0.33,0,0,25.61,80,3.26,9,54,5.97,5.42,14,64,-16,34.62,1.83,0.2,0.27,20.69,97,5.08,1.83,0.11,0.11,0,0.06,1.77,1.88,0,0,0,0,0.06,37,60,3,55,45,0,27.04,22.7,0.89,91,-4.34,24.08,20.55,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,9,2.48,14,0.04,0.06,0.09,-0.03,,0.16
Amaury García,Cruz Azul,Liga MX,2024/2025,67,Right Defensive Midfielder,Mexico,18/12/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,2.7,1.35,67,1.35,0,2.7,2.7,4.05,4.97,2.7,3.51,22.93,10.79,0,1.35,34.36,1.35,8.09,0,4.05,,0,4.97,6.74,,0,0,0,0,16.19,20.09,0,2.7,0,37.3,2.7,17,1.35,50,1.35,0,0,26.98,85,1.35,19,50,4.05,1.35,20,50,-35,49.15,1.35,0.46,0.46,26.98,80,4.1,2.7,0,0,0,0,1.35,1.35,0,,0,,0,25,70,5,50,50,0,21.67,24.76,0.89,42,3.08,19.33,10.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,5,3.24,31,0.05,0.01,0.07,,,0.12
Amaury Morales Rosas,Cruz Azul,Liga MX,2024/2025,890,Right Attacking Midfielder,Mexico,02/12/05,0.2,0.2,0.08,0.07,1.11,18,27,2,,0.14,0.3,0.18,0.91,0.3,0.18,0.91,0,0,0,0.51,0.26,2.02,0.25,3.64,1.92,1.72,53,2.33,0.1,2.83,4.35,0.81,0.96,0.2,0.25,23.77,10.72,0.02,3.74,56.29,3.84,6.47,1.01,1.82,56,1.21,2.17,1.31,20,0.81,0,0,0,21.44,27.85,3.24,4.85,0.71,58.25,13.55,63,3.74,77,0.1,0,0,21.44,88,0.3,13,60,0.3,0.4,19,82,-6,66.34,3.54,0.38,0.44,28.92,79,6.77,11.33,0.61,0.51,0.1,1.01,3.14,3.64,0,17,0.4,50,1.21,13,69,18,16,70,14,12.59,11.41,1.01,100,-1.18,12.7,11.35,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,10,3.16,19,0.05,0.2,0.01,0.01,,0.26
Anderson Nathael Duarte da Silva,Mazatlán,Liga MX,2024/2025,655,Centre Forward,Uruguay,22/03/04,0.14,0.14,0.19,0.15,1.24,11,56,2,,0.22,0.14,0.03,0.41,0.14,0.03,0.41,0,0,0,0.27,0.22,1.65,0.05,2.47,0.69,1.79,28,1.65,0,3.43,5.22,0,0,0.96,0.74,31.73,15.93,0.01,4.67,57.56,2.06,3.57,1.79,1.79,76,1.45,1.45,3.16,50,0.55,16,0.41,0,26.92,22.54,3.85,5.08,0.69,59.37,18.54,69,4.12,81,0.55,0,0,11.26,77,0.27,34,50,1.24,0.27,33,68,-9,61.35,1.1,0.2,0.39,19.78,58,4.77,4.4,0.27,0.27,0,0.14,2.88,3.16,0,50,0.14,13,0.27,12,59,29,16,56,28,16.31,14.56,0.99,107,-1.74,16.1,15.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,9,1.1,13,-0.01,-0.01,0.01,0.09,,0.07
Anderson Nathael Duarte da Silva,Toluca,Liga MX,2024/2025,172,Left Wing,Uruguay,22/03/04,0.52,0.52,0.26,0.17,1.57,33,100,2,,0.73,0,0.11,1.57,0,0.11,1.57,0,0,0,0.52,0.37,3.13,0.15,2.61,1.57,1.04,60,2.09,0,4.18,3.66,0.52,0.84,1.04,1.22,31.85,14.62,0,4.7,54.15,4.7,7.31,2.09,2.61,50,2.98,3.82,3.66,20,2.09,25,0.52,0,26.63,36.63,4.18,9.4,0.52,55.99,16.19,61,8.88,94,0,0,0,21.93,74,1.57,44,50,2.61,1.57,22,70,-4,65.09,2.09,0.44,0.72,29.77,75,5.06,11.49,0,0,0,0,2.61,2.61,0.52,,0,0,0,15,67,17,18,59,23,19.97,20.48,0.92,92,0.51,18.31,18.88,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,11,3.03,16,-0.06,0,0.05,0.44,,0.43
Anderson Santamaría,Santos Laguna,Liga MX,2024/2025,2060,Left Centre Back,Peru,09/01/92,0.04,0.04,0.04,0.27,0.13,33,67,0,,0.05,0.04,0.01,0.22,0.04,0.01,0.22,0,0,0,0.09,0.05,0.35,0.04,0.52,0.26,0.26,50,1.05,0,0.09,0.44,1.35,1.18,3.76,2.93,14.68,7.03,0.08,5.64,25.19,0.92,7.65,2.71,4.06,87,2.08,3.26,1.09,74,0.39,60,1.35,0.04,10.88,8.42,2.93,1.53,0.22,30.8,1.57,14,0.31,20,0.31,0.04,0,36.75,85,3.85,19,55,4.81,5.99,14,77,-9,30.21,1.22,0.22,0.22,29.97,98,3.71,1.53,0.22,0.22,0,0.04,0.39,0.61,0.04,20,0.04,50,0.04,23,74,4,31,63,6,24.38,24.72,0.91,89,0.33,22.21,22.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,7,1.97,16,0.03,0.04,0.1,0.02,,0.2
Andres Montaño,Cruz Azul,Liga MX,2024/2025,940,Left Defensive Midfielder,Mexico,21/05/02,0.38,0.38,0.06,0.05,1.15,33,67,1,,0.22,0.1,0.06,1.15,0.1,0.04,0.86,0,0.02,0.29,0.48,0.12,2.3,0.36,1.53,0.67,0.86,44,1.72,0,1.63,2.11,0.67,0.64,0.48,0.75,18.77,10.15,0.02,3.64,49.58,4.12,7.66,1.53,2.2,84,1.91,2.55,1.24,78,0.29,38,0.48,0,15.99,17.51,3.06,2.49,0.57,51.44,8.52,53,2.01,81,0.1,0,0,33.22,75,2.39,83,52,0.86,4.21,16,82,7,54.32,5.55,0.58,0.63,33.22,89,4.52,10.05,1.63,1.24,0.38,0.1,1.34,2.59,0.1,0,0,0,0.19,18,72,11,19,74,7,20.76,17.98,0.93,99,-2.78,19.36,17.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,6,6.24,41,0.04,0.08,0.02,0.04,,0.19
André-Pierre Gignac,Tigres UANL,Liga MX,2024/2025,1387,Centre Forward,France,04/12/85,0.45,0.32,0.34,0.08,4.15,8,38,8,50,0.22,0.06,0.09,0.65,0.06,0.08,0.58,0,0,0.06,0.39,0.42,4.8,-0.03,0.84,0.52,0.32,62,0.58,0,1.04,2.14,0.45,0.55,0.45,0.55,12.46,5.91,0.02,1.82,63.9,2.14,2.6,0.19,0.65,38,0.23,0.78,0.84,17,0.32,39,1.3,0,11.49,13.53,1.62,1.62,0.13,67.41,9.02,79,1.36,84,0.19,0,0,14.73,76,1.17,2,69,0.58,1.56,22,68,-7,64.02,1.62,0.37,0.64,15.32,82,5.51,5.91,0.19,0.19,0,0.52,6.49,6.69,0.06,33,0.19,18,0.65,11,70,20,12,73,15,18.76,14.61,1,91,-4.15,18.69,13.28,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,8,3.61,18,0,0,0,-0.07,,-0.07
Andrés Eduardo Sánchez Rodríguez,Atlético San Luis,Liga MX,2024/2025,3357,Goalkeeper,Mexico,02/10/97,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.13,0,0,0,0,0,0,0,0.29,0.29,0,8.2,2.82,0.03,4.13,0,0,0,0,0,0.03,44,0.19,,0,0.03,0.27,0.27,0.08,0,0,11.8,0,0,0,,0.13,0,0,24.8,81,5.12,25,44,1.98,9.6,13,70,-10,10.21,0.54,0.18,0.18,20.51,100,4.18,0.16,0,0,0,0,0,0,0,,0,,0,30,70,0,100,0,0,32.67,34.68,0.78,79,2.01,25.55,27.49,1.31,1.33,0.02,69,69,0,1.28,4.24,33,12.97,1.83,0.08,0.03,20.5,1,11,3,0.99,8,0.05,0.06,-0.03,,-0.12,-0.03
Andrés Guardado,León,Liga MX,2024/2025,1742,Left Defensive Midfielder,Mexico,27/09/86,0.1,0.1,0.04,0.05,0.83,13,44,1,,0.06,0.05,0.12,1.14,0.05,0.11,0.98,0,0.01,0.16,0.16,0.16,1.96,0,0.72,0.52,0.21,71,1.19,0,0.83,0.98,1.03,0.87,1.14,1.02,19.12,11.32,0.03,4.39,40.2,4.65,9.4,1.86,2.89,62,1.74,2.61,1.5,38,1.14,50,0.47,0.05,15.76,13.79,2.89,2.69,0.41,43.13,5.48,35,1.45,54,0.26,0,0,42.52,87,4.5,85,67,2.07,5.79,17,86,-1,49.75,4.96,0.39,0.44,38.34,96,4.93,8.89,1.24,0.98,0.26,0.05,0.57,1.55,0.31,21,0.31,40,0.1,16,72,12,23,73,4,22.36,19.38,0.95,99,-2.98,21.22,19.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,13,7,5.13,39,0.05,0.08,0.07,-0.01,,0.2
Andrés Gudiño,Cruz Azul,Liga MX,2024/2025,106,Goalkeeper,Mexico,26/01/97,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5.09,3.16,0,4.24,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,26.29,97,1.7,39,67,0.85,1.7,11,100,3,14.21,0,0.22,0.22,20.35,100,3.46,0,0,0,0,0,0,0,0,,0,,0,26,74,0,,,,18.57,29.68,0.92,100,11.11,17.15,29.68,0.85,0.52,-0.33,67,79,-13,0.59,2.54,43,5.94,1.73,0,0,15.39,-4,0,0,3.39,16,0.07,0.03,,,-0.34,-0.24
Andrés Micolta,Pachuca,Liga MX,2024/2025,657,Left Centre Back,Ecuador,05/06/99,0,0,0.01,0.06,0.14,0,100,0,,0.01,0,0,0.14,0,0,0.14,0,0,0,0,0.01,0.27,-0.01,0.14,0.14,0,100,0.41,0.14,0.27,0.14,1.23,1.21,5.48,5.17,8.09,4.39,0.14,2.74,18.88,0.96,9.05,1.1,2.33,89,0.83,2.04,1.37,75,0.14,48,2.06,0.14,5.62,5.05,1.37,0.41,0,22.45,0.41,7,0,0,0.27,0,0,28.78,79,1.37,65,36,6.3,3.02,14,63,-15,33.7,0.82,0.07,0.08,20.56,97,4.57,0.96,0,0,0,0,0.27,0.27,0,,0,,0,25,72,3,43,57,0,24.26,26.75,0.88,81,2.5,21.35,21.68,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,8,1.12,8,0.01,0.02,-0.2,-0.02,,-0.18
Anthony Lozano,Santos Laguna,Liga MX,2024/2025,1388,Centre Forward,Honduras,24/04/93,0.26,0.19,0.33,0.16,2.08,9,28,5,100,0.19,0.06,0.02,0.13,0.06,0.02,0.13,0,0,0,0.26,0.35,2.21,-0.09,1.43,0.52,0.91,36,1.17,0,1.75,3.63,0.19,0.13,0.45,0.24,20.75,8.56,0.01,2.59,59.93,1.36,2.66,0.71,0.91,55,0.51,0.64,2.21,10,0.58,40,2.14,0,17.83,13.02,2.33,2.72,0.13,61.83,12.97,73,2.01,74,0.32,0.06,0,12.06,69,0.45,8,70,0.52,0.58,31,52,-16,55.63,1.43,0.39,0.54,14.79,70,5.22,2.66,0.06,0.06,0,0.06,3.63,3.7,0,100,0.06,20,0.13,16,63,21,12,71,17,14.43,13.14,0.99,96,-1.29,14.22,12.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,10,1.36,11,-0.04,0.01,0,-0.09,,-0.11
